token,pos,syn_label,lemma,m_desc,m_type
sires,n,S,no,AuthorityVirtue,7
social class,n,S,no,AuthorityVirtue,7
social classes,n,S,no,AuthorityVirtue,7
social rank,n,S,no,AuthorityVirtue,7
social ranks,n,S,no,AuthorityVirtue,7
social station,n,S,no,AuthorityVirtue,7
social stations,n,S,no,AuthorityVirtue,7
social status,n,S,no,AuthorityVirtue,7
social statuses,n,S,no,AuthorityVirtue,7
sound,adj,S,no,AuthorityVirtue,7
sounder,adj,S,no,AuthorityVirtue,7
soundest,adj,S,no,AuthorityVirtue,7
standard,n,H,no,AuthorityVirtue,7
standards,n,H,no,AuthorityVirtue,7
standing,n,H,no,AuthorityVirtue,7
standings,n,H,no,AuthorityVirtue,7
status,n,H,no,AuthorityVirtue,7
statuses,n,H,no,AuthorityVirtue,7
submission,n,H,no,AuthorityVirtue,7
submissions,n,H,no,AuthorityVirtue,7
submissive,adj,O,no,AuthorityVirtue,7
submissively,adv,O,no,AuthorityVirtue,7
submissiveness,n,O,no,AuthorityVirtue,7
submit,v,O,yes,AuthorityVirtue,7
submitter,n,O,no,AuthorityVirtue,7
submitters,n,O,no,AuthorityVirtue,7
subordinate,adj,A,no,AuthorityVirtue,7
subordination,n,A,no,AuthorityVirtue,7
subordinations,n,A,no,AuthorityVirtue,7
subservient,adj,S,no,AuthorityVirtue,7
suffice,v,S,yes,AuthorityVirtue,7
superior,adj,S,no,AuthorityVirtue,7
supply,v,H,yes,AuthorityVirtue,7
suppress,v,H,yes,AuthorityVirtue,7
supremacies,n,O,no,AuthorityVirtue,7
supremacy,n,O,no,AuthorityVirtue,7
sureness,n,S,no,AuthorityVirtue,7
surenesses,n,S,no,AuthorityVirtue,7
surpass,v,H,yes,AuthorityVirtue,7
systematic,adj,S,no,AuthorityVirtue,7
systematiser,n,S,no,AuthorityVirtue,7
systematisers,n,S,no,AuthorityVirtue,7
systematist,n,S,no,AuthorityVirtue,7
systematists,n,S,no,AuthorityVirtue,7
systematizer,n,S,no,AuthorityVirtue,7
systematizers,n,S,no,AuthorityVirtue,7
systemiser,n,S,no,AuthorityVirtue,7
systemisers,n,S,no,AuthorityVirtue,7
systemizer,n,S,no,AuthorityVirtue,7
systemizers,n,S,no,AuthorityVirtue,7
tariff,n,S,no,AuthorityVirtue,7
tariffs,n,S,no,AuthorityVirtue,7
top,v,S,yes,AuthorityVirtue,7
tractabilities,n,H,no,AuthorityVirtue,7
tractability,n,H,no,AuthorityVirtue,7
tractableness,n,H,no,AuthorityVirtue,7
tradition,n,O,no,AuthorityVirtue,7
traditional,adj,O,no,AuthorityVirtue,7
traditionalism,n,O,no,AuthorityVirtue,7
traditionalisms,n,O,no,AuthorityVirtue,7
traditionalist,n,O,no,AuthorityVirtue,7
traditionalist,adj,O,no,AuthorityVirtue,7
traditionalistic,adj,O,no,AuthorityVirtue,7
traditionalists,n,O,no,AuthorityVirtue,7
traditionalities,n,S,no,AuthorityVirtue,7
traditionality,n,S,no,AuthorityVirtue,7
traditionally,adv,O,no,AuthorityVirtue,7
traditions,n,O,no,AuthorityVirtue,7
unagitated,adj,A,no,AuthorityVirtue,7
understanding,n,H,no,AuthorityVirtue,7
understandings,n,H,no,AuthorityVirtue,7
uprightly,adv,S,no,AuthorityVirtue,7
value,v,S,yes,AuthorityVirtue,7
venerable,adj,S,no,AuthorityVirtue,7
venerate,v,S,yes,AuthorityVirtue,7
venerating,adj,S,no,AuthorityVirtue,7
veneration,n,S,no,AuthorityVirtue,7
venerations,n,S,no,AuthorityVirtue,7
venerator,n,O,no,AuthorityVirtue,7
venerators,n,O,no,AuthorityVirtue,7
well-thought-of,adj,S,no,AuthorityVirtue,7
worship,v,S,yes,AuthorityVirtue,7
worship,n,H,no,AuthorityVirtue,7
worshipful,adj,S,no,AuthorityVirtue,7
worships,n,H,no,AuthorityVirtue,7
yield,v,H,yes,AuthorityVirtue,7
yieldingly,adv,S,no,AuthorityVirtue,7
agitated,adj,O,no,AuthorityVice,8
agitating,adj,O,no,AuthorityVice,8
agitation,n,O,no,AuthorityVice,8
agitations,n,O,no,AuthorityVice,8
agitative,adj,S,no,AuthorityVice,8
agitator,n,O,no,AuthorityVice,8
agitators,n,O,no,AuthorityVice,8
alienate,v,O,yes,AuthorityVice,8
anarchic,adj,S,no,AuthorityVice,8
anarchical,adj,S,no,AuthorityVice,8
anarchies,n,S,no,AuthorityVice,8
anarchy,n,S,no,AuthorityVice,8
argue,v,H,yes,AuthorityVice,8
aweless,adj,S,no,AuthorityVice,8
awless,adj,S,no,AuthorityVice,8
bawl out,v,S,yes,AuthorityVice,8
berate,v,S,yes,AuthorityVice,8
blockade,v,S,yes,AuthorityVice,8
bring down,v,S,yes,AuthorityVice,8
budge,v,S,yes,AuthorityVice,8
call on the carpet,v,S,yes,AuthorityVice,8
casteless,adj,O,no,AuthorityVice,8
challenge,n,H,no,AuthorityVice,8
challenge,v,H,yes,AuthorityVice,8
challenges,n,H,no,AuthorityVice,8
charge up,v,S,yes,AuthorityVice,8
chide,v,S,yes,AuthorityVice,8
commove,v,S,yes,AuthorityVice,8
complain,v,H,yes,AuthorityVice,8
conceal,v,H,yes,AuthorityVice,8
confront,v,H,yes,AuthorityVice,8
contempt,n,S,no,AuthorityVice,8
contempts,n,S,no,AuthorityVice,8
contradict,v,H,yes,AuthorityVice,8
contrast,v,H,yes,AuthorityVice,8
controvert,v,H,yes,AuthorityVice,8
contumaciously,adv,S,no,AuthorityVice,8
counteract,v,S,yes,AuthorityVice,8
counterbalance,v,S,yes,AuthorityVice,8
countermine,v,S,yes,AuthorityVice,8
criminalise,v,S,yes,AuthorityVice,8
criminalize,v,S,yes,AuthorityVice,8
crusader,n,H,no,AuthorityVice,8
crusaders,n,H,no,AuthorityVice,8
dare,v,S,yes,AuthorityVice,8
debate,v,H,yes,AuthorityVice,8
defiable,adj,O,no,AuthorityVice,8
defiance,n,O,no,AuthorityVice,8
defiances,n,O,no,AuthorityVice,8
defiant,adj,O,no,AuthorityVice,8
defiantly,adv,O,no,AuthorityVice,8
defy,v,O,yes,AuthorityVice,8
defyingly,adv,O,no,AuthorityVice,8
denounce,v,O,yes,AuthorityVice,8
deny,v,S,yes,AuthorityVice,8
depose,v,H,yes,AuthorityVice,8
differ,v,S,yes,AuthorityVice,8
disaffect,v,S,yes,AuthorityVice,8
disaffected,adj,S,no,AuthorityVice,8
disagree,v,S,yes,AuthorityVice,8
disagreement,n,H,no,AuthorityVice,8
disagreements,n,H,no,AuthorityVice,8
discourtesies,n,S,no,AuthorityVice,8
discourtesy,n,S,no,AuthorityVice,8
disesteem,v,S,yes,AuthorityVice,8
dishonor,n,A,no,AuthorityVice,8
dishonor,v,A,yes,AuthorityVice,8
dishonorable,adj,A,no,AuthorityVice,8
dishonorableness,n,A,no,AuthorityVice,8
dishonorablenesses,n,A,no,AuthorityVice,8
dishonorably,adv,A,no,AuthorityVice,8
dishonors,n,A,no,AuthorityVice,8
disobedience,n,O,no,AuthorityVice,8
disobediences,n,O,no,AuthorityVice,8
disobedient,adj,O,no,AuthorityVice,8
disobediently,adv,O,no,AuthorityVice,8
disobey,v,H,yes,AuthorityVice,8
disorder,n,H,no,AuthorityVice,8
disorder,v,A,yes,AuthorityVice,8
disordered,adj,A,no,AuthorityVice,8
disorderliness,n,A,no,AuthorityVice,8
disorderlinesses,n,A,no,AuthorityVice,8
disorderly,adj,A,no,AuthorityVice,8
disorders,n,H,no,AuthorityVice,8
displace,v,H,yes,AuthorityVice,8
disrespect,n,O,no,AuthorityVice,8
disrespect,v,O,yes,AuthorityVice,8
disrespectful,adj,O,no,AuthorityVice,8
disrespectfully,adv,O,no,AuthorityVice,8
disrespects,n,O,no,AuthorityVice,8
disruptive,adj,S,no,AuthorityVice,8
dissent,v,H,yes,AuthorityVice,8
dissent,n,O,no,AuthorityVice,8
dissenter,n,O,no,AuthorityVice,8
dissenters,n,O,no,AuthorityVice,8
dissentient,adj,O,no,AuthorityVice,8
dissenting,adj,S,no,AuthorityVice,8
dissentious,adj,O,no,AuthorityVice,8
dissents,n,O,no,AuthorityVice,8
dissident,n,S,no,AuthorityVice,8
dissident,adj,S,no,AuthorityVice,8
dissidents,n,S,no,AuthorityVice,8
disturb,v,S,yes,AuthorityVice,8
disturbance,n,H,no,AuthorityVice,8
disturbances,n,H,no,AuthorityVice,8
divisive,adj,S,no,AuthorityVice,8
domineering,adj,A,no,AuthorityVice,8
estrange,v,S,yes,AuthorityVice,8
factious,adj,S,no,AuthorityVice,8
follower,n,A,no,AuthorityVice,8
followers,n,A,no,AuthorityVice,8
foment,v,S,yes,AuthorityVice,8
fomenter,n,S,no,AuthorityVice,8
fomenters,n,S,no,AuthorityVice,8
force,v,H,yes,AuthorityVice,8
force,n,H,no,AuthorityVice,8
forces,n,H,no,AuthorityVice,8
foreclose,v,H,yes,AuthorityVice,8
forestall,v,H,yes,AuthorityVice,8
freedom fighter,n,S,no,AuthorityVice,8
freedom fighters,n,S,no,AuthorityVice,8
give in,v,S,yes,AuthorityVice,8
guerilla,n,S,no,AuthorityVice,8
guerillas,n,S,no,AuthorityVice,8
guerrilla,n,S,no,AuthorityVice,8
guerrillas,n,S,no,AuthorityVice,8
heretic,n,O,no,AuthorityVice,8
heretical,adj,S,no,AuthorityVice,8
heretics,n,O,no,AuthorityVice,8
heterodox,adj,S,no,AuthorityVice,8
hide,v,H,yes,AuthorityVice,8
hinder,v,S,yes,AuthorityVice,8
hullabaloo,n,S,no,AuthorityVice,8
hullabaloos,n,S,no,AuthorityVice,8
ill-affected,adj,S,no,AuthorityVice,8
illegal,adj,O,no,AuthorityVice,8
illegalise,v,O,yes,AuthorityVice,8
illegalities,n,O,no,AuthorityVice,8
illegality,n,O,no,AuthorityVice,8
illegalize,v,S,yes,AuthorityVice,8
illegally,adv,O,no,AuthorityVice,8
illicitly,adv,S,no,AuthorityVice,8
impede,v,S,yes,AuthorityVice,8
incendiary,adj,S,no,AuthorityVice,8
incitive,adj,S,no,AuthorityVice,8
inflammatory,adj,S,no,AuthorityVice,8
infraction,n,H,no,AuthorityVice,8
infractions,n,H,no,AuthorityVice,8
infringement,n,H,no,AuthorityVice,8
infringements,n,H,no,AuthorityVice,8
instigative,adj,S,no,AuthorityVice,8
insubordinate,adj,O,no,AuthorityVice,8
insubordination,n,S,no,AuthorityVice,8
insubordinations,n,S,no,AuthorityVice,8
insurgent,n,S,no,AuthorityVice,8
insurgent,adj,S,no,AuthorityVice,8
insurgents,n,S,no,AuthorityVice,8
insurrection,n,S,no,AuthorityVice,8
insurrectionist,n,S,no,AuthorityVice,8
insurrectionists,n,S,no,AuthorityVice,8
insurrections,n,S,no,AuthorityVice,8
interdict,v,H,yes,AuthorityVice,8
intractabilities,n,H,no,AuthorityVice,8
intractability,n,H,no,AuthorityVice,8
intractableness,n,H,no,AuthorityVice,8
intractablenesses,n,H,no,AuthorityVice,8
irregular,n,S,no,AuthorityVice,8
irregulars,n,S,no,AuthorityVice,8
irreverences,n,A,no,AuthorityVice,8
irreverent,adj,A,no,AuthorityVice,8
irreverently,adv,A,no,AuthorityVice,8
Ishmael,n,H,no,AuthorityVice,8
lambast,v,S,yes,AuthorityVice,8
lawless,adj,O,no,AuthorityVice,8
lawlessly,adv,S,no,AuthorityVice,8
lawlessness,n,O,no,AuthorityVice,8
lawlessnesses,n,O,no,AuthorityVice,8
malcontent,adj,S,no,AuthorityVice,8
manipulate,v,S,yes,AuthorityVice,8
misbeliever,n,S,no,AuthorityVice,8
misbelievers,n,S,no,AuthorityVice,8
misdemeanor,n,H,no,AuthorityVice,8
misdemeanors,n,H,no,AuthorityVice,8
misdemeanour,n,H,no,AuthorityVice,8
misdemeanours,n,H,no,AuthorityVice,8
mutinous,adj,O,no,AuthorityVice,8
noncompliance,n,S,no,AuthorityVice,8
noncompliances,n,S,no,AuthorityVice,8
noncompliant,adj,S,no,AuthorityVice,8
nonconforming,adj,S,no,AuthorityVice,8
nonconformist,n,H,no,AuthorityVice,8
nonconformist,adj,O,no,AuthorityVice,8
nonconformists,n,H,no,AuthorityVice,8
nonhierarchical,adj,A,no,AuthorityVice,8
nontraditional,adj,A,no,AuthorityVice,8
object,v,H,yes,AuthorityVice,8
objection,n,S,no,AuthorityVice,8
objections,n,S,no,AuthorityVice,8
objector,n,S,no,AuthorityVice,8
objectors,n,S,no,AuthorityVice,8
obstruct,v,O,yes,AuthorityVice,8
obturate,v,S,yes,AuthorityVice,8
occlude,v,S,yes,AuthorityVice,8
outcast,n,H,no,AuthorityVice,8
outcaste,adj,S,no,AuthorityVice,8
outcasts,n,H,no,AuthorityVice,8
outlaw,v,S,yes,AuthorityVice,8
outlaw,adj,S,no,AuthorityVice,8
outlawries,n,S,no,AuthorityVice,8
outlawry,n,S,no,AuthorityVice,8
overthrow,n,H,no,AuthorityVice,8
overthrow,v,S,yes,AuthorityVice,8
overthrows,n,H,no,AuthorityVice,8
overturn,v,S,yes,AuthorityVice,8
pariah,n,H,no,AuthorityVice,8
pariahs,n,H,no,AuthorityVice,8
pass up,v,S,yes,AuthorityVice,8
preclude,v,H,yes,AuthorityVice,8
prohibit,v,H,yes,AuthorityVice,8
proscribe,v,H,yes,AuthorityVice,8
protest,n,S,no,AuthorityVice,8
protestation,n,S,no,AuthorityVice,8
protestations,n,S,no,AuthorityVice,8
protester,n,S,no,AuthorityVice,8
protesters,n,S,no,AuthorityVice,8
protests,n,S,no,AuthorityVice,8
provoking,adj,S,no,AuthorityVice,8
public violence,n,S,no,AuthorityVice,8
public violences,n,S,no,AuthorityVice,8
rabble-rousing,adj,S,no,AuthorityVice,8
radical,n,H,no,AuthorityVice,8
radicals,n,H,no,AuthorityVice,8
rag,v,S,yes,AuthorityVice,8
rebel,n,O,no,AuthorityVice,8
rebel,v,O,yes,AuthorityVice,8
rebellion,n,O,no,AuthorityVice,8
rebellions,n,O,no,AuthorityVice,8
rebellious,adj,O,no,AuthorityVice,8
rebelliously,adv,S,no,AuthorityVice,8
rebelliousness,n,S,no,AuthorityVice,8
rebels,n,O,no,AuthorityVice,8
rebuke,v,S,yes,AuthorityVice,8
rebut,v,H,yes,AuthorityVice,8
recusant,n,H,no,AuthorityVice,8
recusant,adj,S,no,AuthorityVice,8
recusants,n,H,no,AuthorityVice,8
reformer,n,H,no,AuthorityVice,8
reformers,n,H,no,AuthorityVice,8
reformist,n,H,no,AuthorityVice,8
reformists,n,H,no,AuthorityVice,8
refuse,v,H,yes,AuthorityVice,8
refuse,n,O,no,AuthorityVice,8
refute,v,H,yes,AuthorityVice,8
religious outcast,n,S,no,AuthorityVice,8
religious outcasts,n,S,no,AuthorityVice,8
remonstrate,v,O,yes,AuthorityVice,8
reprimand,v,S,yes,AuthorityVice,8
reproof,v,S,yes,AuthorityVice,8
resist,v,H,yes,AuthorityVice,8
resistance,n,H,no,AuthorityVice,8
resistances,n,H,no,AuthorityVice,8
resistant,adj,S,no,AuthorityVice,8
resistive,adj,S,no,AuthorityVice,8
revolt,n,S,no,AuthorityVice,8
revolts,n,S,no,AuthorityVice,8
revolutionaries,n,H,no,AuthorityVice,8
revolutionary,n,H,no,AuthorityVice,8
revolutionist,n,H,no,AuthorityVice,8
revolutionists,n,H,no,AuthorityVice,8
riot,n,O,no,AuthorityVice,8
riot,v,O,yes,AuthorityVice,8
rioter,n,O,no,AuthorityVice,8
rioters,n,O,no,AuthorityVice,8
rioting,n,S,no,AuthorityVice,8
riotings,n,S,no,AuthorityVice,8
riotous,adj,O,no,AuthorityVice,8
riotously,adv,O,no,AuthorityVice,8
riots,n,O,no,AuthorityVice,8
rise up,v,S,yes,AuthorityVice,8
rising,n,S,no,AuthorityVice,8
risings,n,S,no,AuthorityVice,8
rudeness,n,H,no,AuthorityVice,8
rudenesses,n,H,no,AuthorityVice,8
sabotage,v,S,yes,AuthorityVice,8
scold,v,S,yes,AuthorityVice,8
sedition,n,O,no,AuthorityVice,8
seditions,n,O,no,AuthorityVice,8
seditious,adj,S,no,AuthorityVice,8
shake up,v,S,yes,AuthorityVice,8
slavish,adj,S,no,AuthorityVice,8
stigmatise,v,S,yes,AuthorityVice,8
stigmatize,v,S,yes,AuthorityVice,8
stir up,v,S,yes,AuthorityVice,8
strike,v,H,yes,AuthorityVice,8
stymie,v,S,yes,AuthorityVice,8
stymy,v,S,yes,AuthorityVice,8
subversion,n,O,no,AuthorityVice,8
subversions,n,O,no,AuthorityVice,8
subversive,n,H,no,AuthorityVice,8
subversive,adj,O,no,AuthorityVice,8
subversive activities,n,S,no,AuthorityVice,8
subversive activity,n,S,no,AuthorityVice,8
subversiveness,n,O,no,AuthorityVice,8
subversives,n,H,no,AuthorityVice,8
subvert,v,O,yes,AuthorityVice,8
subverter,n,H,no,AuthorityVice,8
subverters,n,H,no,AuthorityVice,8
take issue,v,S,yes,AuthorityVice,8
take to task,v,S,yes,AuthorityVice,8
trouble,v,H,yes,AuthorityVice,8
trouble,n,H,no,AuthorityVice,8
troubled,adj,S,no,AuthorityVice,8
troublemaker,n,H,no,AuthorityVice,8
troublemakers,n,H,no,AuthorityVice,8
troubler,n,H,no,AuthorityVice,8
troublers,n,H,no,AuthorityVice,8
troubles,n,H,no,AuthorityVice,8
tumultuous,adj,S,no,AuthorityVice,8
tumultuously,adv,S,no,AuthorityVice,8
turbulent,adj,S,no,AuthorityVice,8
turmoil,n,S,no,AuthorityVice,8
turmoils,n,S,no,AuthorityVice,8
turn away,v,S,yes,AuthorityVice,8
turn down,v,S,yes,AuthorityVice,8
unconformist,adj,S,no,AuthorityVice,8
undermine,v,S,yes,AuthorityVice,8
unlawful,adj,A,no,AuthorityVice,8
unlawfully,adv,A,no,AuthorityVice,8
unlawfulness,n,H,no,AuthorityVice,8
unlawfulnesses,n,H,no,AuthorityVice,8
unrest,n,S,no,AuthorityVice,8
unrests,n,S,no,AuthorityVice,8
unrulier,adj,S,no,AuthorityVice,8
unruliest,adj,S,no,AuthorityVice,8
unruly,adj,S,no,AuthorityVice,8
upheaval,n,S,no,AuthorityVice,8
upheavals,n,S,no,AuthorityVice,8
uprising,n,S,no,AuthorityVice,8
uprisings,n,S,no,AuthorityVice,8
veto,v,H,yes,AuthorityVice,8
vex,v,S,yes,AuthorityVice,8
weaken,v,S,yes,AuthorityVice,8
withstand,v,S,yes,AuthorityVice,8
ablutionary,adj,S,no,PurityVirtue,9
abstainer,n,S,no,PurityVirtue,9
abstainers,n,S,no,PurityVirtue,9
abstemiousness,n,O,no,PurityVirtue,9
abstemiousnesses,n,O,no,PurityVirtue,9
abstention,n,O,no,PurityVirtue,9
abstentions,n,O,no,PurityVirtue,9
abstentious,adj,S,no,PurityVirtue,9
abstinence,n,H,no,PurityVirtue,9
abstinences,n,H,no,PurityVirtue,9
abstinent,n,O,no,PurityVirtue,9
abstinent,adj,O,no,PurityVirtue,9
abstinents,n,O,no,PurityVirtue,9
adequate,adj,S,no,PurityVirtue,9
aliment,n,H,no,PurityVirtue,9
alimentation,n,H,no,PurityVirtue,9
alimentations,n,H,no,PurityVirtue,9
aliments,n,H,no,PurityVirtue,9
angel,n,S,no,PurityVirtue,9
angels,n,S,no,PurityVirtue,9
antisepsis,n,S,no,PurityVirtue,9
antisepsises,n,S,no,PurityVirtue,9
antiseptic,adj,S,no,PurityVirtue,9
asceticism,n,S,no,PurityVirtue,9
asceticisms,n,S,no,PurityVirtue,9
asepsis,n,S,no,PurityVirtue,9
aseptic,adj,S,no,PurityVirtue,9
attraction,n,A,no,PurityVirtue,9
attractions,n,A,no,PurityVirtue,9
attractive,adj,A,no,PurityVirtue,9
becoming,adj,S,no,PurityVirtue,9
canonise,v,S,yes,PurityVirtue,9
canonize,v,S,yes,PurityVirtue,9
celibacies,n,S,no,PurityVirtue,9
celibacy,n,S,no,PurityVirtue,9
celibate,n,O,no,PurityVirtue,9
celibate,adj,O,no,PurityVirtue,9
celibates,n,O,no,PurityVirtue,9
chaste,adj,A,no,PurityVirtue,9
chastely,adv,O,no,PurityVirtue,9
chasten,v,O,yes,PurityVirtue,9
chasteness,n,O,no,PurityVirtue,9
chastenesses,n,O,no,PurityVirtue,9
chastening,n,O,no,PurityVirtue,9
chastenings,n,O,no,PurityVirtue,9
chaster,adj,A,no,PurityVirtue,9
chastest,adj,A,no,PurityVirtue,9
chastities,n,H,no,PurityVirtue,9
chastity,n,H,no,PurityVirtue,9
church,n,O,no,PurityVirtue,9
church,v,O,yes,PurityVirtue,9
church service,n,S,no,PurityVirtue,9
church services,n,S,no,PurityVirtue,9
churches,n,O,no,PurityVirtue,9
churchman,n,O,no,PurityVirtue,9
churchmen,n,O,no,PurityVirtue,9
clean,adj,A,no,PurityVirtue,9
clean,v,A,yes,PurityVirtue,9
clean,n,O,no,PurityVirtue,9
clean,adv,O,no,PurityVirtue,9
clean house,v,S,yes,PurityVirtue,9
cleanable,adj,O,no,PurityVirtue,9
cleaner,adj,A,no,PurityVirtue,9
cleanest,adj,A,no,PurityVirtue,9
clean-handed,adj,O,no,PurityVirtue,9
cleaning,n,O,no,PurityVirtue,9
cleanings,n,O,no,PurityVirtue,9
cleanlier,adj,O,no,PurityVirtue,9
cleanliest,adj,O,no,PurityVirtue,9
cleanliness,n,A,no,PurityVirtue,9
cleanlinesses,n,A,no,PurityVirtue,9
clean-living,adj,S,no,PurityVirtue,9
cleanly,adv,O,no,PurityVirtue,9
cleanly,adj,O,no,PurityVirtue,9
cleanness,n,A,no,PurityVirtue,9
cleannesses,n,A,no,PurityVirtue,9
cleans,n,O,no,PurityVirtue,9
cleanse,v,S,yes,PurityVirtue,9
cleansing,n,S,no,PurityVirtue,9
cleansing,adj,O,no,PurityVirtue,9
cleansings,n,S,no,PurityVirtue,9
cleanup,n,S,no,PurityVirtue,9
cleanups,n,S,no,PurityVirtue,9
clear,adj,S,no,PurityVirtue,9
cleric,n,S,no,PurityVirtue,9
clerics,n,S,no,PurityVirtue,9
comelier,adj,S,no,PurityVirtue,9
comeliest,adj,S,no,PurityVirtue,9
comely,adj,S,no,PurityVirtue,9
comme il faut,adj,S,no,PurityVirtue,9
complete,adj,S,no,PurityVirtue,9
consecrate,v,A,yes,PurityVirtue,9
consecrated,adj,A,no,PurityVirtue,9
consummate,adj,S,no,PurityVirtue,9
correction,n,S,no,PurityVirtue,9
corrections,n,S,no,PurityVirtue,9
correctitude,n,H,no,PurityVirtue,9
correctitudes,n,H,no,PurityVirtue,9
crystal clear,adj,S,no,PurityVirtue,9
decencies,n,A,no,PurityVirtue,9
decency,n,A,no,PurityVirtue,9
decent,adj,A,no,PurityVirtue,9
decent,adv,O,no,PurityVirtue,9
decently,adv,A,no,PurityVirtue,9
decorous,adj,S,no,PurityVirtue,9
deities,n,H,no,PurityVirtue,9
deity,n,H,no,PurityVirtue,9
devout,adj,S,no,PurityVirtue,9
devouter,adj,S,no,PurityVirtue,9
devoutest,adj,S,no,PurityVirtue,9
disembarrass,v,H,yes,PurityVirtue,9
disinfect,v,H,yes,PurityVirtue,9
divine,n,H,no,PurityVirtue,9
divines,n,H,no,PurityVirtue,9
divinities,n,H,no,PurityVirtue,9
divinity,n,H,no,PurityVirtue,9
ecclesiastic,n,S,no,PurityVirtue,9
ecclesiastics,n,S,no,PurityVirtue,9
elegant,adj,S,no,PurityVirtue,9
enshrine,v,S,yes,PurityVirtue,9
faith,n,H,no,PurityVirtue,9
faiths,n,H,no,PurityVirtue,9
faultless,adj,S,no,PurityVirtue,9
flawlessly,adv,S,no,PurityVirtue,9
fresh,adj,S,no,PurityVirtue,9
fresher,adj,S,no,PurityVirtue,9
freshest,adj,S,no,PurityVirtue,9
god,n,H,no,PurityVirtue,9
god-fearing,adj,S,no,PurityVirtue,9
gods,n,H,no,PurityVirtue,9
graceful,adj,S,no,PurityVirtue,9
groom,v,H,yes,PurityVirtue,9
guiltless,adj,S,no,PurityVirtue,9
hallowed,adj,S,no,PurityVirtue,9
holies,n,O,no,PurityVirtue,9
holiness,n,H,no,PurityVirtue,9
holinesses,n,H,no,PurityVirtue,9
holy,n,O,no,PurityVirtue,9
holy,adj,O,no,PurityVirtue,9
holy man,n,S,no,PurityVirtue,9
holy men,n,S,no,PurityVirtue,9
holy people,n,S,no,PurityVirtue,9
holy person,n,S,no,PurityVirtue,9
holy place,n,S,no,PurityVirtue,9
holy places,n,S,no,PurityVirtue,9
houseclean,v,S,yes,PurityVirtue,9
immaculate,adj,O,no,PurityVirtue,9
immortal,n,H,no,PurityVirtue,9
immortals,n,H,no,PurityVirtue,9
impeccable,adj,S,no,PurityVirtue,9
impeccant,adj,S,no,PurityVirtue,9
improvement,n,H,no,PurityVirtue,9
improvements,n,H,no,PurityVirtue,9
in good order,adv,S,no,PurityVirtue,9
ingenuous,adj,S,no,PurityVirtue,9
innocence,n,S,no,PurityVirtue,9
innocences,n,S,no,PurityVirtue,9
innocent,adj,S,no,PurityVirtue,9
innocent,n,H,no,PurityVirtue,9
innocents,n,H,no,PurityVirtue,9
integrity,n,O,no,PurityVirtue,9
integritys,n,O,no,PurityVirtue,9
limpid,adj,O,no,PurityVirtue,9
lucid,adj,S,no,PurityVirtue,9
lucider,adj,S,no,PurityVirtue,9
lucidest,adj,S,no,PurityVirtue,9
luculent,adj,S,no,PurityVirtue,9
make clean,v,S,yes,PurityVirtue,9
model,n,H,no,PurityVirtue,9
models,n,H,no,PurityVirtue,9
moderation,n,H,no,PurityVirtue,9
moderations,n,H,no,PurityVirtue,9
modesties,n,O,no,PurityVirtue,9
modestness,n,S,no,PurityVirtue,9
modesty,n,O,no,PurityVirtue,9
neat,adj,S,no,PurityVirtue,9
neaten,v,H,yes,PurityVirtue,9
neater,adj,S,no,PurityVirtue,9
neatest,adj,S,no,PurityVirtue,9
nice,adj,S,no,PurityVirtue,9
nicer,adj,S,no,PurityVirtue,9
nicest,adj,S,no,PurityVirtue,9
nondrinker,n,S,no,PurityVirtue,9
nondrinkers,n,S,no,PurityVirtue,9
nonindulgence,n,S,no,PurityVirtue,9
nonindulgences,n,S,no,PurityVirtue,9
nourishment,n,H,no,PurityVirtue,9
nourishments,n,H,no,PurityVirtue,9
nutriment,n,H,no,PurityVirtue,9
nutriments,n,H,no,PurityVirtue,9
pellucid,adj,S,no,PurityVirtue,9
perfect,adj,S,no,PurityVirtue,9
perfecter,adj,S,no,PurityVirtue,9
perfectest,adj,S,no,PurityVirtue,9
perspicuous,adj,S,no,PurityVirtue,9
pieties,n,A,no,PurityVirtue,9
piety,n,A,no,PurityVirtue,9
pious,adj,A,no,PurityVirtue,9
piousness,n,S,no,PurityVirtue,9
piousnesses,n,S,no,PurityVirtue,9
polished,adj,S,no,PurityVirtue,9
pristine,adj,O,no,PurityVirtue,9
profit,n,H,no,PurityVirtue,9
profits,n,H,no,PurityVirtue,9
properly,adv,S,no,PurityVirtue,9
properness,n,H,no,PurityVirtue,9
propernesses,n,H,no,PurityVirtue,9
proprieties,n,H,no,PurityVirtue,9
propriety,n,H,no,PurityVirtue,9
pure,adj,O,no,PurityVirtue,9
purely,adv,O,no,PurityVirtue,9
pureness,n,S,no,PurityVirtue,9
purenesses,n,S,no,PurityVirtue,9
purer,adj,O,no,PurityVirtue,9
purest,adj,O,no,PurityVirtue,9
purified,adj,S,no,PurityVirtue,9
purifying,adj,A,no,PurityVirtue,9
purities,n,O,no,PurityVirtue,9
purity,n,O,no,PurityVirtue,9
qualities,n,H,no,PurityVirtue,9
quality,n,H,no,PurityVirtue,9
refined,adj,O,no,PurityVirtue,9
religion,n,H,no,PurityVirtue,9
religions,n,H,no,PurityVirtue,9
religious,n,H,no,PurityVirtue,9
religiouses,n,H,no,PurityVirtue,9
religiously,adv,S,no,PurityVirtue,9
reproval,n,H,no,PurityVirtue,9
reprovals,n,H,no,PurityVirtue,9
